Compound_Score,Neg_Score,Neu_Score,Pos_Score,Timestamp,Tweet_Text,Tweets_Ago,User
0.0,0.0,1.0,0.0,Sun Jun 24 08:55:07 +0000 2018,Polls have opened across Turkey in a snap vote as President Recep Tayyip Erdogan faces his biggest electoral threat… https://t.co/F9iOxUwkMi,71,CNN
0.7184,0.0,0.731,0.269,Sun Jun 24 08:45:03 +0000 2018,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/fcd7L5d2GK",72,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 08:31:00 +0000 2018,"A West Virginia couple says a hospital mixed up two newborn babies, after the mother showed off one baby to relativ… https://t.co/2sGbVvE0TM",73,CNN
0.4019,0.0,0.847,0.153,Sun Jun 24 08:15:04 +0000 2018,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/Jx47eHmlvZ,74,CNN
-0.5574,0.159,0.841,0.0,Sun Jun 24 08:12:50 +0000 2018,"Saudi Arabia has lifted its longstanding ban on women driving, after years of campaigning by activists who have som… https://t.co/kB6LjW67qi",75,CNN
-0.5423,0.149,0.851,0.0,Sun Jun 24 08:01:03 +0000 2018,"President Trump claims crime in Germany ""is way up."" 

But data from the German government shows that 2017 saw the… https://t.co/A4VJolafXM",76,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 07:31:00 +0000 2018,"Tiny house living may not be for everyone, but tiny house resorts have popped up all over the country, offering eve… https://t.co/FXhieCJ4L4",77,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 07:15:05 +0000 2018,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/9hValJExkU",78,CNN
0.7845,0.0,0.669,0.331,Sun Jun 24 07:01:06 +0000 2018,"""Black Panther"" star Chadwick Boseman was accepting an MTV award for playing a superhero when he invited James Shaw… https://t.co/OD3nnJZ8Qy",79,CNN
-0.34,0.112,0.888,0.0,Sun Jun 24 06:45:09 +0000 2018,"American Outdoor Brands, the gun maker that owns the iconic Smith &amp; Wesson line of firearms, reported plunging sale… https://t.co/iLeCrBLt0g",80,CNN
0.4215,0.0,0.798,0.202,Sun Jun 24 06:31:00 +0000 2018,"83-year-old artist Christo has been creating conceptually challenging, and large-scale work since the late 1950s. N… https://t.co/LydzzGCWIY",81,CNN
-0.5106,0.148,0.852,0.0,Sun Jun 24 06:15:06 +0000 2018,"Americans born into poverty are more likely than ever before to stay that way under the Trump administration, accor… https://t.co/9sqvjBIjtF",82,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 06:00:11 +0000 2018,T-shirt makers are riffing on Melania Trump's jacket and donating the proceeds to refugee services… https://t.co/em0ZXn5nsW,83,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 05:45:08 +0000 2018,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/gVvXpvRb2x",84,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 05:31:00 +0000 2018,This is how KitKats are made https://t.co/4EErNERWNW https://t.co/7RQ1knBF7Q,85,CNN
0.4019,0.0,0.816,0.184,Sun Jun 24 05:15:04 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/TDuL7njBVA https://t.co/GT7laD4Cco",86,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 05:01:02 +0000 2018,The introduction of HPV vaccines in England led to an 86% reduction in rates of the cancer-causing infection https://t.co/dMio3f1gf5,87,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 04:45:05 +0000 2018,New Zealand Prime Minister Jacinda Ardern became the first world leader in nearly 30 years to have a child while in… https://t.co/zvZ4WaPK03,88,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 04:31:00 +0000 2018,"Jim Davis introduced the world to Garfield on June 19, 1978. Since then the comic strip character has spun off TV s… https://t.co/VRdLrSiA1l",89,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 04:15:06 +0000 2018,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/O49ppicmkX https://t.co/psgCDVTNrH,90,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 04:01:09 +0000 2018,Canada becomes the second nation in the world to legalize marijuana https://t.co/hDpMyJpV2r https://t.co/DS8KdRsvnP,91,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 03:15:05 +0000 2018,Every single person in charge of law and order in this Georgia town is a black woman https://t.co/xvTFHyxybd https://t.co/5SMVe3yHDZ,92,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 03:00:19 +0000 2018,"The US government might send up to 20,000 undocumented immigrant children to housing on US military bases, two defe… https://t.co/nauartDBjk",93,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 02:45:08 +0000 2018,"Democratic Sen. Jeff Merkley is ""exploring the possibility"" of throwing his hat in the ring in the 2020 presidentia… https://t.co/3UJ1iiRNPe",94,CNN
0.4019,0.0,0.847,0.153,Sun Jun 24 02:30:11 +0000 2018,There's nearly a Nixon 1974 level of public support for impeaching President Trump | Analysis by @zbyronwolf … https://t.co/GMUkVqRSLy,95,CNN
0.7184,0.0,0.731,0.269,Sun Jun 24 02:15:08 +0000 2018,"""Quit trying to make us feel teary-eyed for the children. Yes, I love children a great deal, but to me, it's up to… https://t.co/SEaMngzwGk",96,CNN
0.4019,0.0,0.816,0.184,Sun Jun 24 02:00:17 +0000 2018,"How soybeans -- yes, soybeans -- could impact the midterm elections https://t.co/5sqhbAmTWG https://t.co/oMoqtG4fHM",97,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 01:45:04 +0000 2018,"First, it was a small bump under her left eye. Five days later, it appeared above the eye. Her upper lip was bulgin… https://t.co/nqB0DFpxCY",98,CNN
0.0,0.0,1.0,0.0,Sun Jun 24 01:15:06 +0000 2018,A far-right pundit appointed to a post at the Department of Health and Human Services listed on her resume past wor… https://t.co/70SIM5cI8a,99,CNN
-0.3804,0.126,0.874,0.0,Sun Jun 24 19:51:41 +0000 2018,".@RealCandaceO on Trump staffers facing backlash: ""What this tells me is that the Left has absolutely lost control.… https://t.co/K1auGmGNgJ",0,FoxNews
-0.8316,0.281,0.719,0.0,Sun Jun 24 19:44:24 +0000 2018,"RT @FoxNewsResearch: US War in Afghanistan:
•Began October 7, 2001
•Longest war in US history 
•Current troop level: ~15,000
→ 3,000 more t…",1,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:41:54 +0000 2018,".@POTUS: ""I don't believe any administration, any president, has come even close to doing what we've done in the fi… https://t.co/ULkJfAYjeb",2,FoxNews
-0.5106,0.136,0.864,0.0,Sun Jun 24 19:35:34 +0000 2018,"John Murphy on retaliatory tariffs: ""The pain that it is going to inflict is going to be noticeable I think at a ne… https://t.co/XzPEzHIXiC",3,FoxNews
0.3182,0.0,0.85,0.15,Sun Jun 24 19:35:12 +0000 2018,Border Patrol Union VP: Dem's Immigration Claims Couldn't Be 'Farther from the Truth' https://t.co/cS1FHWEQyq,4,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:28:01 +0000 2018,Turkey President Erdogan holds big lead in elections https://t.co/aPLImPT4MB,5,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:24:03 +0000 2018,RT @EricShawnTV: When will all the children be reunited with their parents? Can Congressional action speed up the process? I anchor at 4 pm…,6,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:22:00 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/pkjP9iQU1I",7,FoxNews
-0.34,0.124,0.876,0.0,Sun Jun 24 19:15:18 +0000 2018,"Jason Riley: ""The [Supreme Court] sort of let Congress off the hook...Congress had avoided fixing this problem...be… https://t.co/P7KAwHFnaf",8,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:13:09 +0000 2018,Red Hen eateries feel the heat after Sarah Sanders booted from Virginia restaurant with same name https://t.co/F5s1VameWM,9,FoxNews
-0.3818,0.167,0.833,0.0,Sun Jun 24 19:03:00 +0000 2018,Michael Rapaport restrained American Airlines passenger who tried to open emergency door mid-flight https://t.co/Xmy8TUvb5y,10,FoxNews
0.6597,0.0,0.748,0.252,Sun Jun 24 19:02:15 +0000 2018,".@RichLowry remembers longtime Fox News contributor Charles Krauthammer: ""He was one of the great defenders of our… https://t.co/UCleig9Mnq",11,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:57:01 +0000 2018,FBI sends classified letter to House GOP on use of informants in Trump campaign https://t.co/o7KbSv0K3g,12,FoxNews
0.5574,0.0,0.705,0.295,Sun Jun 24 18:53:00 +0000 2018,McMaster hoping @realDonaldTrump visit will buoy his chances in South Carolina runoff https://t.co/D3IjjQOPvN,13,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:44:46 +0000 2018,Statue of Toys 'R' Us mascot Geoffrey the Giraffe heading to children's hospital https://t.co/HGfHl3Nly3,14,FoxNews
-0.6249,0.17,0.83,0.0,Sun Jun 24 18:35:28 +0000 2018,"Former DHS Sec. Jeh Johnson: ""We have an underlying humanitarian crisis on our southern border that we must deal wi… https://t.co/I8HAQQ0PE0",15,FoxNews
0.7096,0.0,0.763,0.237,Sun Jun 24 18:24:55 +0000 2018,".@RepMcCaul: ""I am the eternal optimist and I do think there are 218 Republicans that agree with the four pillars o… https://t.co/gjvnNAefxt",16,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:23:42 +0000 2018,".@RepMcCaul: ""The fact is, every Democrat voted against a very [I think] rational DACA fix."" #FoxNewsSunday… https://t.co/yauRB0mBrf",17,FoxNews
0.128,0.0,0.923,0.077,Sun Jun 24 18:21:19 +0000 2018,".@RepMcCaul: ""Congress needs to act to close the legal loopholes that incentivize the coyotes to bring these childr… https://t.co/P7TyL5TUpY",18,FoxNews
0.3612,0.0,0.828,0.172,Sun Jun 24 18:18:56 +0000 2018,'Sounds Like Donald Trump': Kaltbaum Calls Out Obama's Immigration Views from 2005 https://t.co/wsisiTkgyB,19,FoxNews
-0.3804,0.126,0.874,0.0,Sun Jun 24 19:51:41 +0000 2018,".@RealCandaceO on Trump staffers facing backlash: ""What this tells me is that the Left has absolutely lost control.… https://t.co/K1auGmGNgJ",20,FoxNews
-0.8316,0.281,0.719,0.0,Sun Jun 24 19:44:24 +0000 2018,"RT @FoxNewsResearch: US War in Afghanistan:
•Began October 7, 2001
•Longest war in US history 
•Current troop level: ~15,000
→ 3,000 more t…",21,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:41:54 +0000 2018,".@POTUS: ""I don't believe any administration, any president, has come even close to doing what we've done in the fi… https://t.co/ULkJfAYjeb",22,FoxNews
-0.5106,0.136,0.864,0.0,Sun Jun 24 19:35:34 +0000 2018,"John Murphy on retaliatory tariffs: ""The pain that it is going to inflict is going to be noticeable I think at a ne… https://t.co/XzPEzHIXiC",23,FoxNews
0.3182,0.0,0.85,0.15,Sun Jun 24 19:35:12 +0000 2018,Border Patrol Union VP: Dem's Immigration Claims Couldn't Be 'Farther from the Truth' https://t.co/cS1FHWEQyq,24,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:28:01 +0000 2018,Turkey President Erdogan holds big lead in elections https://t.co/aPLImPT4MB,25,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:24:03 +0000 2018,RT @EricShawnTV: When will all the children be reunited with their parents? Can Congressional action speed up the process? I anchor at 4 pm…,26,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:22:00 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/pkjP9iQU1I",27,FoxNews
-0.34,0.124,0.876,0.0,Sun Jun 24 19:15:18 +0000 2018,"Jason Riley: ""The [Supreme Court] sort of let Congress off the hook...Congress had avoided fixing this problem...be… https://t.co/P7KAwHFnaf",28,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 19:13:09 +0000 2018,Red Hen eateries feel the heat after Sarah Sanders booted from Virginia restaurant with same name https://t.co/F5s1VameWM,29,FoxNews
-0.3818,0.167,0.833,0.0,Sun Jun 24 19:03:00 +0000 2018,Michael Rapaport restrained American Airlines passenger who tried to open emergency door mid-flight https://t.co/Xmy8TUvb5y,30,FoxNews
0.6597,0.0,0.748,0.252,Sun Jun 24 19:02:15 +0000 2018,".@RichLowry remembers longtime Fox News contributor Charles Krauthammer: ""He was one of the great defenders of our… https://t.co/UCleig9Mnq",31,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:57:01 +0000 2018,FBI sends classified letter to House GOP on use of informants in Trump campaign https://t.co/o7KbSv0K3g,32,FoxNews
0.5574,0.0,0.705,0.295,Sun Jun 24 18:53:00 +0000 2018,McMaster hoping @realDonaldTrump visit will buoy his chances in South Carolina runoff https://t.co/D3IjjQOPvN,33,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:44:46 +0000 2018,Statue of Toys 'R' Us mascot Geoffrey the Giraffe heading to children's hospital https://t.co/HGfHl3Nly3,34,FoxNews
-0.6249,0.17,0.83,0.0,Sun Jun 24 18:35:28 +0000 2018,"Former DHS Sec. Jeh Johnson: ""We have an underlying humanitarian crisis on our southern border that we must deal wi… https://t.co/I8HAQQ0PE0",35,FoxNews
0.7096,0.0,0.763,0.237,Sun Jun 24 18:24:55 +0000 2018,".@RepMcCaul: ""I am the eternal optimist and I do think there are 218 Republicans that agree with the four pillars o… https://t.co/gjvnNAefxt",36,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:23:42 +0000 2018,".@RepMcCaul: ""The fact is, every Democrat voted against a very [I think] rational DACA fix."" #FoxNewsSunday… https://t.co/yauRB0mBrf",37,FoxNews
0.128,0.0,0.923,0.077,Sun Jun 24 18:21:19 +0000 2018,".@RepMcCaul: ""Congress needs to act to close the legal loopholes that incentivize the coyotes to bring these childr… https://t.co/P7TyL5TUpY",38,FoxNews
0.3612,0.0,0.828,0.172,Sun Jun 24 18:18:56 +0000 2018,'Sounds Like Donald Trump': Kaltbaum Calls Out Obama's Immigration Views from 2005 https://t.co/wsisiTkgyB,39,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 18:09:52 +0000 2018,House immigration reform bill. #FoxNewsSunday https://t.co/lgpmmPplyD,40,FoxNews
-0.4019,0.153,0.847,0.0,Sun Jun 24 17:57:49 +0000 2018,Dollywood sued for $2 million by mom who injured spinal cord on water park ride https://t.co/I4Tma6JOgM,41,FoxNews
-0.743,0.474,0.526,0.0,Sun Jun 24 17:51:26 +0000 2018,Explosion destroys building in Germany; 25 injured https://t.co/08i6GJOFhu https://t.co/FCdRMG5Di5,42,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 17:43:52 +0000 2018,Red Hen eateries feel the heat after Sarah Sanders booted from Virginia restaurant with same name https://t.co/mCv5f61m8t,43,FoxNews
0.2732,0.0,0.851,0.149,Sun Jun 24 17:32:40 +0000 2018,"Sarah Sanders booted so restaurant could uphold 'certain standards,' co-owner says: report https://t.co/AAw9zwQ2R4",44,FoxNews
-0.3182,0.113,0.887,0.0,Sun Jun 24 17:31:44 +0000 2018,"RT @EricShawnTV: I anchor @FoxNews at 4pm EDT with @ArthelNeville: FBI official Peter Strozk's anti @POTUS @realDonaldTrump texts are ""deva…",45,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 17:27:04 +0000 2018,.@MichelleObama says her memoir is a 're-humanization' effort https://t.co/cjEWqcubKU,46,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 17:22:57 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/1erdyE7aQo",47,FoxNews
0.4404,0.0,0.698,0.302,Sun Jun 24 17:12:14 +0000 2018,.@RepRussell: “Let’s fix legal immigration and let’s secure our border.” https://t.co/HjIAHIta4Z,48,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 17:02:16 +0000 2018,Charles Krauthammer laid to rest today https://t.co/RU8AZ45fpd,49,FoxNews
0.296,0.186,0.515,0.299,Sun Jun 24 16:46:59 +0000 2018,'Free like a bird': Saudi women start driving as longstanding ban ends https://t.co/HeD1vbhKjI https://t.co/yWBKEingiS,50,FoxNews
0.1139,0.0,0.893,0.107,Sun Jun 24 16:33:00 +0000 2018,"TONIGHT: Don't miss @TheRealJohnHCox, @HeyTammyBruce, @TezlynFigaro, and Shelby Steele from @HooverInst on… https://t.co/CtofPiZDub",51,FoxNews
0.7557,0.0,0.695,0.305,Sun Jun 24 16:23:00 +0000 2018,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part three of this special series on ‘Fox Report,… https://t.co/9fS86JrGLn",52,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 16:21:49 +0000 2018,".@RepArrington: “We need to keep the families together, that’s why Congress has to act. The president is doing what… https://t.co/7Kn0aM5XPO",53,FoxNews
-0.4767,0.22,0.78,0.0,Sun Jun 24 16:18:13 +0000 2018,".@RepArrington: “Ultimately, it’s on Congress to fix our broken immigration process.” https://t.co/J65tCzLdBO",54,FoxNews
-0.4939,0.412,0.588,0.0,Sun Jun 24 16:16:22 +0000 2018,Thousands protest amid immigration confusion; @Jeff_Journalist reports https://t.co/QPpugxRGmh,55,FoxNews
0.8192,0.07,0.622,0.309,Sun Jun 24 16:09:42 +0000 2018,BEAUTIFUL: A mother is brought to tears of joy when her one-year-old daughter reacts to hearing sound for the first… https://t.co/dxcKIYlpnY,56,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 16:04:55 +0000 2018,.@HowardKurtz on the legacy of Charles Krauthammer https://t.co/Q6UvwAgj6V,57,FoxNews
-0.802,0.375,0.625,0.0,Sun Jun 24 15:46:29 +0000 2018,US Navy IDs pilot killed in crash at New Mexico Air Force base https://t.co/R9MVCOsbIc,58,FoxNews
-0.6705,0.273,0.727,0.0,Sun Jun 24 15:41:31 +0000 2018,New video shows woman trying to resist YouTube stunt that killed boyfriend https://t.co/keSpcaNu0T,59,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 15:22:00 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/IKYWaHI0wV",60,FoxNews
-0.3182,0.168,0.733,0.099,Sun Jun 24 15:13:48 +0000 2018,"Veteran's small business is gifted $15,000 worth of lawn equipment after his gear is stolen https://t.co/xwWUPZrH91",61,FoxNews
0.296,0.0,0.896,0.104,Sun Jun 24 15:08:00 +0000 2018,"Rabbi Evan Moffic: “If we can’t share a meal together, if we can’t take a picture together and break bread together… https://t.co/qlh8sJhlL7",62,FoxNews
-0.25,0.25,0.75,0.0,Sun Jun 24 15:02:00 +0000 2018,Report: North Korea Erasing Anti-U.S. Propaganda https://t.co/4lcyis6cKq,63,FoxNews
0.7506,0.0,0.584,0.416,Sun Jun 24 14:56:10 +0000 2018,U.S. Army Honors Country Music Singer With Civilian Service Medal https://t.co/vbzDjadNA8,64,FoxNews
0.2686,0.146,0.595,0.259,Sun Jun 24 14:45:50 +0000 2018,McCaul optimistic immigration bill will pass House despite Trump's lament about 'wasting time' https://t.co/0x7tqjg2sF,65,FoxNews
-0.3919,0.128,0.872,0.0,Sun Jun 24 14:42:09 +0000 2018,.@RepPeteKing: “I am totally opposed to sanctuary cities but under Bob Goodlatte’s bill it would’ve cut off funding… https://t.co/sKdUrD2RHj,66,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 14:38:34 +0000 2018,".@RepGoodlatte: “People are figuring out the loopholes, we’ve got to close those.” #SundayFutures @MariaBartiromo https://t.co/VLu7HuyJTl",67,FoxNews
-0.2244,0.106,0.894,0.0,Sun Jun 24 14:38:00 +0000 2018,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 6p ET on Fox News Channel! @JonScottFNC https://t.co/5CDPopdFQ1,68,FoxNews
0.2144,0.0,0.902,0.098,Sun Jun 24 14:32:16 +0000 2018,".@RepGoodlatte: “There have been questions raised about the special counsel, but I have always said that they shoul… https://t.co/Mwnie27QTv",69,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 14:15:05 +0000 2018,Woman dubbed '#PermitPatty' appears to call cops on 8-year-old girl selling water in viral video https://t.co/w6H6DSnu3K,70,FoxNews
-0.3867,0.143,0.79,0.067,Sun Jun 24 14:10:00 +0000 2018,"TONIGHT: Don't miss ""Life, Liberty, &amp; Levin"" with @marklevinshow - Tune in at 10p ET on Fox News Channel! https://t.co/Z3yYi0I1kG",71,FoxNews
0.5106,0.0,0.752,0.248,Sun Jun 24 14:09:16 +0000 2018,Maldives resorts fed up with Instagram models requesting free stays https://t.co/6fomUHtcTe,72,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 14:05:44 +0000 2018,Eggo waffle sales are dwindling during ‘Stranger Things’ hiatus https://t.co/MOvQzml5bL,73,FoxNews
0.1796,0.103,0.718,0.179,Sun Jun 24 13:52:35 +0000 2018,"RT @FoxNewsSunday: .@RepMcCaul suggests ""zero tolerance"" policy may be revisited: ""It’s very unclear how this executive order's playing out…",74,FoxNews
0.5106,0.0,0.645,0.355,Sun Jun 24 13:45:57 +0000 2018,U.S. Army Honors Country Star @cmorganmusic https://t.co/SCEJioC8Ri,75,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 13:41:07 +0000 2018,Michelle Obama says her memoir is a 're-humanization' effort https://t.co/cjEWqcubKU,76,FoxNews
0.4019,0.0,0.787,0.213,Sun Jun 24 13:28:31 +0000 2018,RT @FoxBusiness: Sam Adams teams to support veteran-owned small businesses https://t.co/WAccGlFt2c,77,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 13:16:12 +0000 2018,Charles Krauthammer to be laid to rest today https://t.co/xCL2PcxoFn https://t.co/qQ6o1fRAIM,78,FoxNews
0.2023,0.155,0.634,0.211,Sun Jun 24 13:14:39 +0000 2018,'Fixer Upper' stars Chip and Joanna Gaines welcome baby No. 5 https://t.co/J3Qef9MBrA,79,FoxNews
-0.25,0.095,0.905,0.0,Sun Jun 24 12:54:03 +0000 2018,"Michael Malice: “I think if they are starting to take down anti-U.S. propaganda, this would be a major step towards… https://t.co/hlsi6wZeTX",80,FoxNews
0.296,0.0,0.896,0.104,Sun Jun 24 12:47:22 +0000 2018,"Rabbi Evan Moffic: “If we can’t share a meal together, if we can’t take a picture together and break bread together… https://t.co/Wq7PUhdZB5",81,FoxNews
0.296,0.196,0.489,0.315,Sun Jun 24 12:43:47 +0000 2018,'Free like a bird': Saudi women start driving as longstanding ban ends https://t.co/HeD1vbhKjI,82,FoxNews
-0.4767,0.22,0.78,0.0,Sun Jun 24 12:33:04 +0000 2018,Priest suspended after viral video shows him slapping baby during baptism https://t.co/m2Dvr3GP0w,83,FoxNews
0.7557,0.0,0.695,0.305,Sun Jun 24 12:23:00 +0000 2018,"‘Despair and Hope in America: Fox News Investigates’ – Don't miss part three of this special series on ‘Fox Report,… https://t.co/2Pg8SxPlsp",84,FoxNews
0.2732,0.0,0.851,0.149,Sun Jun 24 12:19:30 +0000 2018,"Sarah Sanders booted so restaurant could uphold 'certain standards,' co-owner says: report https://t.co/AAw9zwQ2R4",85,FoxNews
-0.8271,0.42,0.483,0.097,Sun Jun 24 11:58:26 +0000 2018,Cop killer who murdered New York police officer in 1973 granted parole https://t.co/sXmCUKqko1,86,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 11:49:13 +0000 2018,Alligator goes for a swim at Florida beach https://t.co/v764I8DRNP,87,FoxNews
0.0191,0.073,0.85,0.077,Sun Jun 24 11:37:00 +0000 2018,TODAY: Don't miss @RepMcCaul's exclusive interview on @FoxNewsSunday. Check your local listings and tune in to Fox… https://t.co/K9zumNTkf9,88,FoxNews
-0.3182,0.168,0.733,0.099,Sun Jun 24 11:36:42 +0000 2018,"Veteran's small business is gifted $15,000 worth of lawn equipment after his gear is stolen https://t.co/xwWUPZa6ht",89,FoxNews
-0.743,0.512,0.488,0.0,Sun Jun 24 11:29:46 +0000 2018,Explosion destroys building in Germany; 25 injured https://t.co/08i6GJOFhu,90,FoxNews
-0.5859,0.257,0.743,0.0,Sun Jun 24 11:25:55 +0000 2018,World's Ugliest Dog title goes to English bulldog named Zsa Zsa https://t.co/ULzFTGFgc1,91,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 11:23:20 +0000 2018,.@henrymcmaster: “We’re pulling for her. Katie… she’s a real fighter.” https://t.co/LF1KRUe30M https://t.co/SUVaFiqatJ,92,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 11:17:35 +0000 2018,"Fox News presents the moving story of Dr. Krauthammer’s life: ""Charles Krauthammer: His Words"" – Tonight at 8p ET. https://t.co/DNuFs4zD3c",93,FoxNews
-0.5574,0.265,0.735,0.0,Sun Jun 24 11:17:03 +0000 2018,Saudi women are now driving as longstanding ban ends https://t.co/l96yWpjWDn https://t.co/ocG39vPi8Z,94,FoxNews
0.7717,0.0,0.729,0.271,Sun Jun 24 11:13:12 +0000 2018,Richard Slider on meeting with @POTUS at economic roundtable: “We were honored and privileged to be there with the… https://t.co/vAKI1tGcjV,95,FoxNews
-0.25,0.25,0.75,0.0,Sun Jun 24 10:43:37 +0000 2018,Report: North Korea Erasing Anti-U.S. Propaganda https://t.co/rTb4PWRn88,96,FoxNews
-0.0516,0.167,0.833,0.0,Sun Jun 24 10:40:14 +0000 2018,President @realDonaldTrump backs @SenDeanHeller in Nevada https://t.co/4cqCOgKcoe,97,FoxNews
-0.296,0.167,0.833,0.0,Sun Jun 24 10:34:14 +0000 2018,"'No Way, Man': @Sethrogen Says He Turned Down Photo With @SpeakerRyan https://t.co/VszLIf1ztI",98,FoxNews
0.0,0.0,1.0,0.0,Sun Jun 24 10:21:57 +0000 2018,.@jasoninthehouse: “The democrats have embraced the principles of the resistance movement. It’s about a scorched ea… https://t.co/OrQz7kcTyf,99,FoxNews
0.4215,0.0,0.877,0.123,Sun Jun 24 19:45:05 +0000 2018,"Parents of more than 2,300 children who were separated after their arrival in the United States now face lengthy bu… https://t.co/lG5HBTEssV",0,nytimes
-0.3612,0.128,0.872,0.0,Sun Jun 24 19:30:05 +0000 2018,Dino-mite? Not quite. But “Jurassic World: Fallen Kingdom” arrived to a still-huge $150 million in ticket sales ove… https://t.co/JGqDeegAmm,1,nytimes
0.7506,0.0,0.748,0.252,Sun Jun 24 19:15:01 +0000 2018,"In Opinion

Op-Ed contributor Sonia Nazario writes, ""Law and order can go hand in hand with humanity. It’s the Amer… https://t.co/ynUZpG2jvF",2,nytimes
0.25,0.0,0.909,0.091,Sun Jun 24 19:00:05 +0000 2018,“We now have concrete evidence that Scott Pruitt offered to use taxpayer resources to do favors for the lobbyist wh… https://t.co/VzSsORzuKD,3,nytimes
0.0,0.0,1.0,0.0,Sun Jun 24 18:45:04 +0000 2018,"President Recep Tayyip Erdogan was leading Sunday in early balloting for the presidency, with 55 percent of the vot… https://t.co/XWNUxmvIgR",4,nytimes
0.2263,0.0,0.909,0.091,Sun Jun 24 18:30:08 +0000 2018,"As he eyes a 2020 presidential run, Bernie Sanders is gaining traction among Democrats for his ideas, but having tr… https://t.co/o3LJS62zDF",5,nytimes
0.0,0.0,1.0,0.0,Sun Jun 24 18:15:05 +0000 2018,"“What country are you a citizen of?"" the Border Patrol agent asked a driver at a highway checkpoint in Maine https://t.co/6oVSbYD2zO",6,nytimes
0.0,0.0,1.0,0.0,Sun Jun 24 18:00:10 +0000 2018,"As school shootings mount — more than 200 have occurred since the one in Newtown, Conn., in 2012 — educators face t… https://t.co/ogUTp7iLeB",7,nytimes
